founder_name,company_id,company_name,batch,status,tags,location,website,company_linkedin,short_description,num_founders,is_ai,is_devtools,is_saas,linkedin_slug,linkedin_profile_estimated,has_company_linkedin,linkedin_confidence,is_recent_batch,is_priority_industry
Arman Roshannai,27925,222,W23,Active,"['Artificial Intelligence', 'Machine Learning', 'Marketplace', 'Consumer', 'Social']","Los Angeles, CA",https://222.place,https://www.linkedin.com/company/222place/,marketplace facilitating IRL social experiences at local venues,3,True,False,False,arman-roshannai,https://www.linkedin.com/in/arman-roshannai,True,High,True,True
Scott Nguyen,27919,Helicone,W23,Active,"['Developer Tools', 'Generative AI', 'Analytics', 'Open Source']",San Francisco,https://www.helicone.ai/,https://www.linkedin.com/company/92878545,Open-source observability platform for AI companies,2,True,True,False,scott-nguyen,https://www.linkedin.com/in/scott-nguyen,True,High,True,True
Justin Torre,27919,Helicone,W23,Active,"['Developer Tools', 'Generative AI', 'Analytics', 'Open Source']",San Francisco,https://www.helicone.ai/,https://www.linkedin.com/company/92878545,Open-source observability platform for AI companies,2,True,True,False,justin-torre,https://www.linkedin.com/in/justin-torre,True,High,True,True
Sophie Wyne,27923,Ariglad,W23,Active,"['AI-Enhanced Learning', 'Human Resources', 'B2B', 'LegalTech', 'Payroll']",San Francisco,https://www.ariglad.com/,https://www.linkedin.com/company/leaveaspotlight-inc/,The Jira for internal teams,2,True,False,True,sophie-wyne,https://www.linkedin.com/in/sophie-wyne,True,High,True,True
Ali Avci,27923,Ariglad,W23,Active,"['AI-Enhanced Learning', 'Human Resources', 'B2B', 'LegalTech', 'Payroll']",San Francisco,https://www.ariglad.com/,https://www.linkedin.com/company/leaveaspotlight-inc/,The Jira for internal teams,2,True,False,True,ali-avci,https://www.linkedin.com/in/ali-avci,True,High,True,True
Jacob Shadbolt,27911,IcePanel,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Collaboration', 'Enterprise']","Vancouver, Canada",https://icepanel.io,https://www.linkedin.com/company/icepanel/,Explain complex software systems to engineering and product teams,2,False,True,True,jacob-shadbolt,https://www.linkedin.com/in/jacob-shadbolt,True,High,True,True
Victor Leach,27911,IcePanel,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Collaboration', 'Enterprise']","Vancouver, Canada",https://icepanel.io,https://www.linkedin.com/company/icepanel/,Explain complex software systems to engineering and product teams,2,False,True,True,victor-leach,https://www.linkedin.com/in/victor-leach,True,High,True,True
Yarden Shem Tov,27909,Magicflow 𐂂,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Workflow Automation', 'No-code', 'AI']","Tel Aviv-Yafo, Israel",https://magicflow.ai,,Webflow for AI development,2,True,True,False,yarden-shem-tov,https://www.linkedin.com/in/yarden-shem-tov,False,Medium,True,True
Yotam Hamiel,27909,Magicflow 𐂂,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Workflow Automation', 'No-code', 'AI']","Tel Aviv-Yafo, Israel",https://magicflow.ai,,Webflow for AI development,2,True,True,False,yotam-hamiel,https://www.linkedin.com/in/yotam-hamiel,False,Medium,True,True
Charles Forman,27907,Storyboarder,W23,Active,"['Entertainment', 'Media', 'Creator Economy']",San Francisco,https://storyboarder.com,https://www.linkedin.com/company/storyboarder,Tool and platform to create and sell webcomics,2,True,False,False,charles-forman,https://www.linkedin.com/in/charles-forman,True,High,True,True
Joe Watkins,27907,Storyboarder,W23,Active,"['Entertainment', 'Media', 'Creator Economy']",San Francisco,https://storyboarder.com,https://www.linkedin.com/company/storyboarder,Tool and platform to create and sell webcomics,2,True,False,False,joe-watkins,https://www.linkedin.com/in/joe-watkins,True,High,True,True
David Fiala,27902,Teclada,W23,Active,"['Developer Tools', 'Productivity', 'Compliance', 'Security', 'Enterprise']","Sunnyvale, CA",https://www.teclada.com/,https://linkedin.com/company/teclada,The modern terminal for modern developers.,1,False,True,False,david-fiala,https://www.linkedin.com/in/david-fiala,True,High,True,True
Joseph Pomianowski,27901,Orchid,W23,Active,"['Artificial Intelligence', 'Mental Health Tech', 'SaaS', 'Health Tech', 'Healthcare']",San Francisco,https://orchid.health,https://www.linkedin.com/company/hey-orchid,AI-powered EHR for independent mental health professionals,2,True,False,True,joseph-pomianowski,https://www.linkedin.com/in/joseph-pomianowski,True,High,True,True
Daniel Varga,27901,Orchid,W23,Active,"['Artificial Intelligence', 'Mental Health Tech', 'SaaS', 'Health Tech', 'Healthcare']",San Francisco,https://orchid.health,https://www.linkedin.com/company/hey-orchid,AI-powered EHR for independent mental health professionals,2,True,False,True,daniel-varga,https://www.linkedin.com/in/daniel-varga,True,High,True,True
Mitch Patin,27897,TableFlow,W23,Active,"['Developer Tools', 'Open Source', 'Data Engineering']",San Francisco,https://tableflow.com,https://www.linkedin.com/company/tableflowhq,The open source CSV importer,2,False,True,False,mitch-patin,https://www.linkedin.com/in/mitch-patin,True,High,True,True
Eric Ciminelli,27897,TableFlow,W23,Active,"['Developer Tools', 'Open Source', 'Data Engineering']",San Francisco,https://tableflow.com,https://www.linkedin.com/company/tableflowhq,The open source CSV importer,2,False,True,False,eric-ciminelli,https://www.linkedin.com/in/eric-ciminelli,True,High,True,True
Yasmin Dunsky,27890,Wild Moose,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'SaaS', 'B2B']",San Francisco,https://wildmoose.ai,https://www.linkedin.com/company/wild-moose-ai,Helping on-call devs tame production chaos with Generative AI,3,True,True,True,yasmin-dunsky,https://www.linkedin.com/in/yasmin-dunsky,True,High,True,True
Roei Schuster,27890,Wild Moose,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'SaaS', 'B2B']",San Francisco,https://wildmoose.ai,https://www.linkedin.com/company/wild-moose-ai,Helping on-call devs tame production chaos with Generative AI,3,True,True,True,roei-schuster,https://www.linkedin.com/in/roei-schuster,True,High,True,True
Tom Tytunovich,27890,Wild Moose,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'SaaS', 'B2B']",San Francisco,https://wildmoose.ai,https://www.linkedin.com/company/wild-moose-ai,Helping on-call devs tame production chaos with Generative AI,3,True,True,True,tom-tytunovich,https://www.linkedin.com/in/tom-tytunovich,True,High,True,True
Vishnu Vinjam,27892,ShortLoop,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'API']",San Francisco,https://shortloop.dev/,https://www.linkedin.com/company/shortloop/,Automated API Platform for fast-moving teams,3,False,True,True,vishnu-vinjam,https://www.linkedin.com/in/vishnu-vinjam,True,High,True,True
Deepak Thakur,27892,ShortLoop,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'API']",San Francisco,https://shortloop.dev/,https://www.linkedin.com/company/shortloop/,Automated API Platform for fast-moving teams,3,False,True,True,deepak-thakur,https://www.linkedin.com/in/deepak-thakur,True,High,True,True
Sumit Mulchandani,27892,ShortLoop,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'API']",San Francisco,https://shortloop.dev/,https://www.linkedin.com/company/shortloop/,Automated API Platform for fast-moving teams,3,False,True,True,sumit-mulchandani,https://www.linkedin.com/in/sumit-mulchandani,True,High,True,True
Nick Locascio,27894,Booth AI,W23,Active,"['Artificial Intelligence', 'Generative AI', 'E-commerce', 'Marketing', 'Retail']",,https://booth.ai,https://www.linkedin.com/company/booth-ai/,Generative AI Photographer for E-Commerce,2,True,False,False,nick-locascio,https://www.linkedin.com/in/nick-locascio,True,High,True,True
Ian Baldwin,27894,Booth AI,W23,Active,"['Artificial Intelligence', 'Generative AI', 'E-commerce', 'Marketing', 'Retail']",,https://booth.ai,https://www.linkedin.com/company/booth-ai/,Generative AI Photographer for E-Commerce,2,True,False,False,ian-baldwin,https://www.linkedin.com/in/ian-baldwin,True,High,True,True
Adam Shiervani,27893,BuildJet,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Infrastructure']","Berlin, Germany",https://buildjet.com,https://www.linkedin.com/company/buildjet/,High-performance computing cloud,2,False,True,True,adam-shiervani,https://www.linkedin.com/in/adam-shiervani,True,High,True,True
Lian Duan,27893,BuildJet,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Infrastructure']","Berlin, Germany",https://buildjet.com,https://www.linkedin.com/company/buildjet/,High-performance computing cloud,2,False,True,True,lian-duan,https://www.linkedin.com/in/lian-duan,True,High,True,True
Alex Lee,27896,Truewind,W23,Active,"['Fintech', 'Generative AI', 'SaaS', 'B2B', 'AI']",San Francisco,https://www.truewind.ai/,https://www.linkedin.com/company/truewindai/,AI-powered Bookkeeping and Finance Software,2,True,False,True,alex-lee,https://www.linkedin.com/in/alex-lee,True,High,True,True
Tennison Chan,27896,Truewind,W23,Active,"['Fintech', 'Generative AI', 'SaaS', 'B2B', 'AI']",San Francisco,https://www.truewind.ai/,https://www.linkedin.com/company/truewindai/,AI-powered Bookkeeping and Finance Software,2,True,False,True,tennison-chan,https://www.linkedin.com/in/tennison-chan,True,High,True,True
Padmanabhan Krishnamurthy,27883,EzDubs,W23,Active,"['Artificial Intelligence', 'Generative AI', 'Media', 'API']",San Francisco,http://www.ezdubs.ai,,Real-time AI dubbing for content creators,2,True,False,False,padmanabhan-krishnamurthy,https://www.linkedin.com/in/padmanabhan-krishnamurthy,False,Medium,True,True
Amrutavarsh Kinagi,27883,EzDubs,W23,Active,"['Artificial Intelligence', 'Generative AI', 'Media', 'API']",San Francisco,http://www.ezdubs.ai,,Real-time AI dubbing for content creators,2,True,False,False,amrutavarsh-kinagi,https://www.linkedin.com/in/amrutavarsh-kinagi,False,Medium,True,True
Kamil Ali,27880,Plutis,W23,Active,"['Deep Learning', 'Computer Vision', 'B2B', 'NLP', 'AI']",San Francisco,https://plutis.io,,Plutis is a tool for data scientists to identify and remediate the…,2,True,False,True,kamil-ali,https://www.linkedin.com/in/kamil-ali,False,Medium,True,True
Asim Hirji,27880,Plutis,W23,Active,"['Deep Learning', 'Computer Vision', 'B2B', 'NLP', 'AI']",San Francisco,https://plutis.io,,Plutis is a tool for data scientists to identify and remediate the…,2,True,False,True,asim-hirji,https://www.linkedin.com/in/asim-hirji,False,Medium,True,True
Peter Marton,27877,OpenMeter,W23,Active,"['SaaS', 'B2B', 'Analytics', 'Sales', 'Billing']",San Francisco,https://openmeter.io,https://www.linkedin.com/company/tailfin-cloud,"Usage Metering for AI, Billing, Infrastructure, and IoT use-cases.",2,False,False,True,peter-marton,https://www.linkedin.com/in/peter-marton,True,High,True,True
Andras Toth,27877,OpenMeter,W23,Active,"['SaaS', 'B2B', 'Analytics', 'Sales', 'Billing']",San Francisco,https://openmeter.io,https://www.linkedin.com/company/tailfin-cloud,"Usage Metering for AI, Billing, Infrastructure, and IoT use-cases.",2,False,False,True,andras-toth,https://www.linkedin.com/in/andras-toth,True,High,True,True
Oscar A. Martinez,27882,GradientJ,W23,Active,"['AIOps', 'Generative AI', 'Reinforcement Learning', 'NLP', 'AI']",New York,https://www.gradientj.com,https://www.linkedin.com/company/gradientj/,Platform to build large language model applications,2,True,False,False,oscar-a-martinez,https://www.linkedin.com/in/oscar-a-martinez,True,High,True,True
Daniel Bassett,27882,GradientJ,W23,Active,"['AIOps', 'Generative AI', 'Reinforcement Learning', 'NLP', 'AI']",New York,https://www.gradientj.com,https://www.linkedin.com/company/gradientj/,Platform to build large language model applications,2,True,False,False,daniel-bassett,https://www.linkedin.com/in/daniel-bassett,True,High,True,True
Nick Gomez,27881,inkeep,W23,Active,"['Developer Tools', 'Generative AI', 'SaaS', 'Community', 'Customer Support']",San Francisco,https://inkeep.com,https://www.linkedin.com/company/inkeep/,AI-powered search and chat for developer products,2,True,True,True,nick-gomez,https://www.linkedin.com/in/nick-gomez,True,High,True,True
Robert Tran,27881,inkeep,W23,Active,"['Developer Tools', 'Generative AI', 'SaaS', 'Community', 'Customer Support']",San Francisco,https://inkeep.com,https://www.linkedin.com/company/inkeep/,AI-powered search and chat for developer products,2,True,True,True,robert-tran,https://www.linkedin.com/in/robert-tran,True,High,True,True
Matthew Turnshek,27875,Iliad,W23,Active,"['Generative AI', 'Design Tools', 'AI']",San Francisco,https://iliad.ai,,Creative tool for generating game assets using AI,1,True,False,False,matthew-turnshek,https://www.linkedin.com/in/matthew-turnshek,False,Medium,True,True
Remen Okoruwa,27876,Propify,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Proptech', 'API']",Boston,https://getpropify.com,https://www.linkedin.com/company/getpropify/,Plaid for Commercial Real Estate,3,False,True,True,remen-okoruwa,https://www.linkedin.com/in/remen-okoruwa,True,High,True,True
Ben Keller,27876,Propify,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Proptech', 'API']",Boston,https://getpropify.com,https://www.linkedin.com/company/getpropify/,Plaid for Commercial Real Estate,3,False,True,True,ben-keller,https://www.linkedin.com/in/ben-keller,True,High,True,True
Nick Johnson,27876,Propify,W23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Proptech', 'API']",Boston,https://getpropify.com,https://www.linkedin.com/company/getpropify/,Plaid for Commercial Real Estate,3,False,True,True,nick-johnson,https://www.linkedin.com/in/nick-johnson,True,High,True,True
Preston Zhou,27874,Squack,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'B2B']",San Francisco,http://squack.io,,Natural language RPA tools for accountants,3,True,True,True,preston-zhou,https://www.linkedin.com/in/preston-zhou,False,Medium,True,True
Elijah Sorey,27874,Squack,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'B2B']",San Francisco,http://squack.io,,Natural language RPA tools for accountants,3,True,True,True,elijah-sorey,https://www.linkedin.com/in/elijah-sorey,False,Medium,True,True
Eitan Borgnia,27874,Squack,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'B2B']",San Francisco,http://squack.io,,Natural language RPA tools for accountants,3,True,True,True,eitan-borgnia,https://www.linkedin.com/in/eitan-borgnia,False,Medium,True,True
Maximilian Deichmann,27870,langfuse,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'B2B', 'Analytics']",San Francisco,https://langfuse.com,https://www.linkedin.com/company/langfuse,Mixpanel for LLM apps,3,True,True,True,maximilian-deichmann,https://www.linkedin.com/in/maximilian-deichmann,True,High,True,True
Clemens Rawert,27870,langfuse,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'B2B', 'Analytics']",San Francisco,https://langfuse.com,https://www.linkedin.com/company/langfuse,Mixpanel for LLM apps,3,True,True,True,clemens-rawert,https://www.linkedin.com/in/clemens-rawert,True,High,True,True
Marc Klingen,27870,langfuse,W23,Active,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'B2B', 'Analytics']",San Francisco,https://langfuse.com,https://www.linkedin.com/company/langfuse,Mixpanel for LLM apps,3,True,True,True,marc-klingen,https://www.linkedin.com/in/marc-klingen,True,High,True,True
Sarthak Shrivastava,27873,Floworks,W23,Active,"['Generative AI', 'SaaS', 'Sales', 'NLP']",San Francisco,https://floworks.ai/,https://www.linkedin.com/company/floworkssolutions,Close more deals with CRM on Slack,2,True,False,True,sarthak-shrivastava,https://www.linkedin.com/in/sarthak-shrivastava,True,High,True,True
Sudipta Biswas,27873,Floworks,W23,Active,"['Generative AI', 'SaaS', 'Sales', 'NLP']",San Francisco,https://floworks.ai/,https://www.linkedin.com/company/floworkssolutions,Close more deals with CRM on Slack,2,True,False,True,sudipta-biswas,https://www.linkedin.com/in/sudipta-biswas,True,High,True,True
Brandon Strittmatter,27868,Outerbase,W23,Active,"['Developer Tools', 'Generative AI', 'Analytics', 'Data Engineering', 'AI']",San Francisco,https://www.outerbase.com,https://www.linkedin.com/company/outerbase,The interface for your database,2,True,True,False,brandon-strittmatter,https://www.linkedin.com/in/brandon-strittmatter,True,High,True,True
Brayden Wilmoth,27868,Outerbase,W23,Active,"['Developer Tools', 'Generative AI', 'Analytics', 'Data Engineering', 'AI']",San Francisco,https://www.outerbase.com,https://www.linkedin.com/company/outerbase,The interface for your database,2,True,True,False,brayden-wilmoth,https://www.linkedin.com/in/brayden-wilmoth,True,High,True,True
Kushal Byatnal,27871,Extend,W23,Active,"['Artificial Intelligence', 'SaaS', 'B2B', 'Enterprise', 'Automation']",San Francisco,https://www.extend.app/,https://www.linkedin.com/company/extend-app,AI-Powered Workflows for Unstructured Data,1,True,False,True,kushal-byatnal,https://www.linkedin.com/in/kushal-byatnal,True,High,True,True
